"","documents"
"6183","Went in for dinner on a Saturday evening (had pre-booked, I don’t know we would have got a table without a booking). The upstairs restaurant bar was buzzing, started off being a little too loud for intimate conversation, but it did quieten down as the...More"
"6184","Something quirky, different and tasty!  My brother,his girlfriend and my fiancé all met for brunch here at this different, stylish place. we sat downstairs, the music was cool, staff really helpful and friendly. The food was really healthy, unusual but so tasty. We thoroughly enjoyed...More"
"6185","We had a wonderful experience at Scarlett! Food was great and the waiters was really helpful and lovely  Definitely come back"
"6186","Amazing night here doing the Scarlett Nights bottomless dinner. Fantastic cocktail then bottomless Prosecco, the meat sharing platter was amazing as was the dessert, all with a DJ for the night. We were so well looked after Zoe and Jack. Couldn’t recommend this place enough!"
"6187","Had the most fabulous bottomless brunch- who knew Tuesdays could be so fun?! Jack was our waiter and he was amazing. Couldn’t recommend enough "
"6188","Zoe with the pink bows on her jeans is fantastic! Amazing service with a glowing smile. Awesome experience"
"6189","Food was great. Free flowing Prosecco. Great atmosphere. Amazing experience with Zoe. Loved the Scarlet Nights xxxxxx"
"6190","Kiwi Zoe was such a great host. Great dinner with friends Zoe was attentive and a good laugh. Thanks for making a great night"
"6191","This has to be one of the best breakfasts/brunches I have ever enjoyed. The sweetcorn fritters was fabulous, so many flavours on one plate, all exquisite.Reasonably priced, great ambience, good service too."
"6192","We had a wonderful time here today, brunch was delicious and the prosecco was flowing. Great atmosphere too! Thanks to Stephan and the team for making us feel so welcome!"
"6193","Stefan was fantastic. Great food and fabulous engaging staff. Def worth a drop in. Shashouka was delicious."
"6194","Second time to a Daisy Green venue (first was Timmy Green). This place has such a relaxed, calming and welcoming vibe. Every member of staff was incredibly friendly, attentive and helpful. Especially our waiter Jack who was just the best. Food is incredible - between...More"
"6195","Such a gorgeous place to sit and their food is stunning! Nicest breakfast place I've been to in London. But expensive (I spent £15 on porridge and a tea) but worth it. Took a picture of my boyfriend's breakfast:"
"6196","We had a great brunch with great food! Our waiter Stephane was a great guy with excellent service. Recommend for London visitors who are close by to Oxford street."
"6197","Ana, the Romanian Chef at Scarlett Green, is fantastic! The food was delicious! Our compliments to the Chef!Would highly recommend! Amazing vibe in the restaurant as well, and lovely staff all around!"
"6198","We had an amazing experience at Scarlett Green, we loved everything... the food, the Scarlett Nights deal and most important Alex from Ballarat who really made our night!If you’re looking for a finger licking Aussie BBQ, Pornstar Martini fountain and best Aussie vibes this...More"
"6199","Had the scarlet night package, the porn star martini fountain was incredible and great value! Amazing atmosphere, incredible food and fab service! Alex our waitress was the best, could not have asked for better service!! A must for a night out in soho! X"
"6200","Very good porn star martini cocktails & 1.30 presecco. Food was delicious & enough to go around. Couldn’t fault anything, restaurant was busy & great service by Alex"
"6201","After reading the reviews I thought we would give this a go. We went for the scarlett night special which included a meat or vegan board 2 sides and a dessert all to share plus a very large jug of cocktail and unlimited prosecco, beer...More"
"6202","Scarlett Green was recommended to me, so my friend and I decided to try the ‘Bottomless Brunch’ last Thursday (23 October) and were not disappointed!  On arrival, we were greeted by a really friendly and efficient waitress, who showed us to our table and within...More"
"6203","We sat down and waited at least 10 minutes and no one acknowledged us so I had to get up and get my own menu. Waitress finally came over and brought us some tap water. Followed by another wait of 15 minutes before I could...More"
"6204","Definitely recommend a visit if you like good food, trendy interiors, relaxed but great service and of course prosecco! The bottle is left with you so you’re free to chat with no interruptions. And you’re not made to feel like an alcoholic if you want...More"
"6205","Delicious food and good service. Would definitely recommend a visit for brunch. Try the banana bread!!"
"6206","This is a funky, buzzy restaurant.  We had lunch on a Saturday afternoon, the service was great and the menu was interesting an unusual - loved it.  The loos are down stairs and are worth a visit! The restaurant continues downstairs, personally a little noisy...More"
