"","documents"
"15619","Overall we were very pleased with our dining experience, the food and service were first class, all of the staff were polite, courteous, and paid particular attention to detail.At no time was the service rushed and in my opinion I ate probably the best...More"
"15620","This time went in Virgin experience package as a present from my daughter so had the set menu. Ok it was a bit of a limited menu but all tasty good food, plenty of it, beautifully presented and served. Wine and other extras equally high...More"
"15621","We were given an experiance voucher for MPW and we used it for the Bishopsgate steak and alehouse. As we considered this something special, we used it for our wedding anniversary. Not only was it a special date for us, but it was a special...More"
"15622","Went with my girlfriend as part of the bookatable deal, service was faultless and the staff are really friendly. I mentioned it was her birthday soon and the waiters brought her dessert out with a sparkler and sang happy birthday to her which was a...More"
"15623","Great food, we had a voucher gift excellent choice of food on the menu. Service was quite quick and could have done with a little more time but couldn't fault anything about our visitMore"
"15624","Not the most interesting of frontages and shame to have so little natural daylight - may have been more atmospheric on a dark evening. Friendly greeting on arrival and very attentive waiter. We chose from the Cocktail  Menu which had been a present from my...More"
"15625","It was a pleasant evening. Service was nice, although somewhat distracted. The steaks were very good, however sides were a bit average and the overall value for money is not great. With such strong competition in the area for steaks, it needs to be a...More"
"15626","This restaurant has a nice ambience. The staff are attentive and add to the experience.  The only thing I can say that may be viewed as negative is that if you order the steak, then that is exactly what you get. Steak. A little pot...More"
"15627","This restaurant was booked for Saturday evening meal purchased as voucher for us when we arrived we were early but the manager was quick to sort out a table for us the service was very quick and efficient we had a set menu to choose...More"
"15628","We were treated to a meal by our kids through Lastminute .com.By coincidence we had been to the Kings Road restaurant just a few weeks earlier for lunch. I would say although there was not much to separate the two in quality of service,...More"
"15629","We used a Virgin Experience voucher and an additional promotional voucher and found all the 'admin' side prepared and ready to go without us even having to tell them on the evening.The staff were helpful and friendly and the food very good.Minor grumbles...More"
