"","documents","ViaMobiles"
"1272","If you’re booking via the Virgin Experience, don’t bother. Virgin are a pain in the arse to get hold of and they advertise this restaurant as if it is in the Shard when it’s actually in East London. The food itself is nice but nothing...More","Not Mobile"
"1273","Yet another great visit. Food and wine very good. Went on a package and was very good value. Service not rushed even in busy run up to Christmas.","Not Mobile"
"1274","I would just like to thank all the staff at this amazing restaurant. The restaurant itself was lovely. The food and drinks were perfect. The staff were friendly with top service. I would recommend this restaurant 100%. To top it of my partner proposed which...More","Not Mobile"
"1275","I didn't like the location, the waiter was very friendly but the food wasn't tasty.I wouldn't recommend the restaurant to any of my friends","Not Mobile"
"1276","You pay for a steak and for the sauce, you pay for fries , you pay for everything and you leave you feel still hungry","Not Mobile"
"1277","From entry you are treated with high standard by the team. very professional, attentive, always willing to help and at hand. I don't usually write reviews and this was a birthday gift from our daughter and honestly it was lovely. My husband didn't like his...More","Not Mobile"
"1278","We had a great night out. Great staff great food. Great experience.. staff were warm and welcoming and food was incredible...","Not Mobile"
"1279","a lovely cosy restaurant serving a wide range of steaks!! I had delicious fillet medallions with very tasty potato croquettes and a peppercorn sauce. All served by very polite and professional staff in a lovely atmosphere!","Not Mobile"
"1280","We loved it, food was excellent.Service was great and all members of staff were really friendly and kind. Overall 10 out of 10","Not Mobile"
"1281","My husband and I came here, we hadn't been out for years...children, work, life....We had a really lovely evening. The services was amazing from the moment we arrived. The food was gorgeous.Thank you for a lovely evening.","Not Mobile"
"1282","My work gave me the Virgin Shard visit and 3 course meal voucher as a wedding present. My wife and I booked our table for 7.45pm but were seated 30 mins before which was good. Instead of the set menu, we opted to have the...More","Mobile"
"1283","Had a lovely meal, nice atmosphere and nice wine. Would recommend. Much preferred it to the Chelsea restaurant","Not Mobile"
"1284","We went here on 15th December as part of View from The Shard Virgin Experience Day. Due to a broke down tube train we were an hour late for our table and the restaurant were so kind to hold the table for us and didn't...More","Not Mobile"
"1285","Service absolutely terrible, but the food totally delicious. We booked the three course set menu all given menus for our party of three only to realise after some debate we each had different menus. After some discussion with staff they decided which menu was the...More","Mobile"
"1286","The food was great, but half the restaurant was shut off behind a curtain where there seemed to be some other function going on which was very loud and rowdy so everyone seemed to be shouting to be heard. It just made the atmosphere more...More","Not Mobile"
"1287","Ate here with friends as part of a package that included a trip up the Shard. The eight of us (6 adults / 2 kids),  had the set menu, which had a selection of starters, main courses and dessert and also included a cocktail. We...More","Mobile"
"1288","Fantastic service, friendly and polite staff. Food and atmosphere was lovely. Will be attending again.","Not Mobile"
"1289","Wow as always excellent food steaks were fantastic service really great friendly and delicious dessert highly recommend this restaurant","Not Mobile"
"1290","The atmosphere was very high-spirited, vivacious and lively. The staff were genuinely friendly and very understanding. I would recommend my family and friends to come dining at this restaurant.","Not Mobile"
"1291","It was amazing I can’t fault them! It was ..I can’t even think of wait to say! I’m amazed they honestly are amazing!","Not Mobile"
"1292","The service was slow and we were sat next to a large table that was noisy and loud.  I would not reccomend this to anyone.","Not Mobile"
"1293","Outstandjng food was  cooked to perfection. Excellent customer service would visit again and do recommend to anyone","Not Mobile"
"1294","Delicious food, excellent service a warm welcoming environment. I have visited this restaurant on a number of occasions both with clients and with friends and the team never disappoint.","Not Mobile"
"1295","We went for the 25 pound three course meal with cocktail. The service was excellent and all the staff friendly and professional. The food was enough, very tasty and well presented. The sides of vef were £6 each and tiny, I would not get these...More","Not Mobile"
